educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq
12,0,0,0,1,13,12,5,0,2,0,0,0,1,0,0,2.444079,2.444079,1.208427,169
12,0,0,0,1,13,12,12,0,3,0,0,0,1,0,0,2.444079,2.444079,2.847312,169
15,0,0,0,1,10,12,4,0,5,0,0,0,1,0,0,2.444079,2.444079,2.872094,100
12,0,0,0,1,12,12,6,0,2,0,0,0,1,0,1,2.444079,2.444079,1.855278,144
9,0,0,0,1,16,8,8,0,1,0,0,0,1,0,1,2.444079,2.444079,1.311393,256
10,0,0,0,1,14,7,7,0,4,0,0,0,1,0,1,2.444079,2.444079,2.18498,196
12,0,0,0,1,15,8,8,0,11,0,0,0,1,0,1,2.444079,2.444079,2.851151,225
12,0,0,0,1,16,12,6,0,2,0,0,0,1,0,0,2.444079,2.444079,1.870322,256
10,0,0,0,1,15,9,6,0,3,0,0,0,1,0,0,2.444079,2.444079,2.01362,225
9,0,0,0,1,11,6,11,0,3,1,0,0,1,0,1,7.141676,7.384336,2.202237,121
12,0,0,0,1,15,11,8,0,5,0,0,0,1,0,0,2.444079,2.444079,1.970323,225
12,0,0,0,1,15,12,12,0,3,0,0,0,1,0,0,2.444079,2.444079,2.25217,225
9,0,0,0,1,19,12,12,0,4,0,0,0,1,0,0,2.444079,2.444079,1.216876,361
15,0,0,0,1,10,12,16,0,1,1,0,0,1,0,0,2.444079,2.444079,1.820585,100
15,0,0,0,1,11,14,14,0,1,1,0,0,1,0,1,2.444079,2.444079,2.714892,121
9,0,0,0,1,16,9,10,0,3,0,0,0,1,0,0,2.444079,2.444079,1.857899,256
12,0,0,0,1,9,11,7,0,4,1,0,0,1,0,1,7.140578,7.281978,2.430418,81
12,0,0,0,1,11,9,8,0,1,1,0,0,1,0,1,7.582914,7.260242,1.178792,121
11,0,0,0,1,11,11,12,0,3,1,0,0,1,0,1,7.140578,7.140578,2.402406,121
13,0,0,0,1,15,12,12,1,1,1,0,0,1,0,1,7.582914,7.582914,2.594048,225
16,0,0,0,1,11,16,17,0,2,1,0,0,1,0,1,7.582914,7.582914,3.556682,121
12,0,0,0,1,13,12,12,0,2,1,0,0,1,0,0,7.582914,7.582914,2.614394,169
15,0,0,0,1,13,12,12,0,2,1,0,0,1,0,1,7.582914,7.582914,2.633942,169
15,0,0,0,1,11,12,14,0,2,1,0,0,1,0,0,7.582914,7.582914,2.904761,121
19,0,0,0,1,8,12,11,1,0,1,0,0,1,0,1,7.582914,7.582914,4.22336,64
12,0,0,1,0,15,15,18,0,1,1,0,0,0,1,1,6.684662,6.684662,3.127614,225
12,0,0,1,0,11,12,12,0,3,1,0,0,0,1,1,6.684662,6.753715,1.564624,121
12,0,0,1,0,8,12,11,0,1,1,0,0,0,1,1,8.948264,8.669755,2.523945,64
13,0,0,1,0,14,14,16,0,1,1,0,0,0,1,1,6.684662,6.684662,2.867899,196
13,0,0,1,0,12,14,12,0,1,1,0,0,0,1,1,6.684662,6.684662,2.100845,144
11,0,0,0,1,15,9,6,1,2,1,0,0,1,0,0,6.684662,6.684662,1.730066,225
12,0,0,1,0,15,10,8,0,6,1,0,0,0,1,1,6.684662,6.684662,2.525729,225
13,0,0,1,0,13,14,13,0,2,1,0,0,0,1,1,6.684662,6.684662,3.159452,169
12,0,0,1,0,12,12,6,0,1,1,0,0,0,1,1,6.684662,6.684662,2.263364,144
13,0,0,1,0,12,12,10,0,4,1,0,1,0,0,1,6.684662,6.684662,2.515071,144
12,0,0,1,0,9,12,12,1,3,1,0,0,0,1,1,7.611615,7.621554,2.158004,81
12,0,0,1,0,12,12,12,0,2,1,0,0,0,1,0,7.958922,7.958922,2.627511,144
11,1,0,0,0,15,11,10,0,3,1,1,0,0,0,1,7.394907,7.394907,2.571773,225
9,1,0,0,0,11,0,0,0,2,1,1,0,0,0,1,15.17254,15.13789,2.934324,121
12,1,0,0,0,9,10,12,0,3,1,1,0,0,0,1,13.93464,15.17254,2.733368,81
12,1,0,0,0,11,16,16,0,1,1,1,0,0,0,1,15.08226,15.00826,2.634928,121
16,1,0,0,0,7,14,16,0,5,1,1,0,0,0,1,11.15503,10.20562,3.072613,49
12,0,0,0,1,10,12,8,0,2,0,1,0,0,0,1,12.36305,11.96709,1.337981,100
15,0,0,0,1,5,12,8,0,2,1,0,0,1,0,1,12.39135,7.141676,2.758686,25
15,0,1,0,0,6,12,12,0,1,1,0,1,0,0,1,13.38858,13.63498,1.906689,36
15,0,0,1,0,8,14,18,0,3,1,0,1,0,0,1,11.28037,10.76843,2.89831,64
12,0,1,0,0,9,12,17,0,3,1,0,1,0,0,1,10.54558,10.11386,2.544421,81
12,0,0,0,1,14,17,18,0,3,1,0,0,1,0,1,2.088957,2.088957,2.924636,196
12,0,0,1,0,9,12,12,0,2,1,0,0,0,1,1,5.140558,5.513926,1.975682,81
12,0,0,1,0,9,12,13,0,2,0,0,0,0,1,1,5.140558,5.513926,1.589635,81
12,0,0,1,0,13,12,11,0,0,1,0,0,0,1,1,5.953526,5.953526,1.782313,169
12,0,0,1,0,11,14,14,0,2,1,0,0,0,1,1,0,0,2.371578,121
12,0,1,0,0,13,12,12,0,6,0,0,1,0,0,0,10.34033,10.34033,2.918122,169
12,1,0,0,0,10,16,17,0,3,1,1,0,0,0,1,8.595144,9.499537,2.836831,100
15,1,0,0,0,6,14,20,0,1,1,1,0,0,0,1,6.053333,6.125471,2.147292,36
17,0,1,0,0,9,14,16,0,1,0,1,0,0,0,1,7.394907,7.394907,2.158485,81
12,1,0,0,0,15,12,11,0,1,1,1,0,0,0,1,15.08226,15.08226,2.501036,225
17,0,0,0,1,10,16,18,0,2,1,1,0,0,0,1,15.08226,15.08226,2.862201,100
13,1,0,0,0,9,12,13,0,5,0,1,0,0,0,1,12.36305,11.96709,2.431293,81
15,1,0,0,0,9,12,12,1,1,1,1,0,0,0,1,11.15503,11.15503,1.975682,81
11,0,1,0,0,14,9,1,1,7,1,0,1,0,0,1,9.692757,9.692757,2.259729,196
12,0,1,0,0,12,12,12,0,0,1,0,1,0,0,0,8.334936,8.334936,1.585721,144
14,0,1,0,0,10,12,14,0,0,1,0,0,1,0,1,8.334936,8.334936,2.905067,100
16,0,1,0,0,11,12,12,1,1,0,0,1,0,0,1,14.16312,14.16312,3.044523,121
12,0,1,0,0,10,12,14,0,2,1,0,1,0,0,1,13.12412,12.57115,2.377297,100
14,0,1,0,0,6,11,13,1,1,1,0,1,0,0,1,5.708711,5.956101,2.131437,36
12,0,0,0,1,10,11,11,0,3,1,0,0,1,0,1,5.628096,5.652959,2.212071,100
8,0,0,0,1,14,9,8,1,4,1,0,0,1,0,1,5.065289,5.355436,1.613613,196
16,0,0,0,1,7,12,12,0,1,0,0,0,1,0,1,5.065289,5.355436,1.988928,49
20,0,0,0,1,8,16,18,0,1,1,0,0,1,0,1,9.838986,9.838986,2.428128,64
12,0,0,0,1,14,12,9,0,0,1,0,0,1,0,1,6.057975,6.057975,2.34591,196
16,0,0,1,0,9,12,12,0,2,1,0,0,0,1,1,3.049876,3.049876,2.87855,81
20,0,0,1,0,5,16,19,0,1,1,0,0,0,1,1,0,0,3.110662,25
10,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,0,0,2.138956,144
17,0,0,0,1,8,20,20,1,2,1,0,0,0,1,1,0,9.173661,2.321277,64
15,0,0,1,0,5,20,20,1,2,1,0,0,0,1,1,0.410241,0.410241,1.67986,25
12,0,0,0,1,16,12,16,0,2,1,1,0,0,0,0,11.15503,11.15503,1.906049,256
12,1,0,0,0,9,12,12,0,1,1,1,0,0,0,1,9.769236,9.343459,1.194323,81
15,1,0,0,0,7,12,12,0,3,1,1,0,0,0,1,10.20562,9.867887,3.725083,49
15,1,0,0,0,11,16,16,0,2,1,1,0,0,0,1,12.38751,12.38751,2.342515,121
11,0,1,0,0,14,11,10,0,3,1,0,1,0,0,1,14.16312,14.16312,2.122238,196
12,0,0,1,0,15,12,8,0,5,0,0,1,0,0,1,9.692757,9.692757,1.538281,225
16,0,1,0,0,4,13,14,0,3,1,0,1,0,0,1,9.349703,10.44435,2.474195,16
12,0,1,0,0,9,12,11,0,5,1,0,1,0,0,1,9.349703,10.44435,2.263364,81
12,0,0,0,1,9,12,12,0,2,1,0,0,1,0,1,3.895709,3.810777,2.045831,81
19,0,0,1,0,6,13,14,0,3,1,0,0,0,1,0,0,0,4.514252,36
16,0,0,0,1,11,14,16,0,5,1,0,0,1,0,0,2.444079,2.444079,2.563469,121
8,0,0,0,1,19,6,10,1,9,1,0,1,0,0,1,7.582914,7.582914,2.525729,361
11,0,0,0,1,10,8,9,0,5,1,0,0,1,0,1,7.281978,7.720351,1.288714,100
